os --> olhos -|- 97
negocio --> á -|- 0
negocio --> simples -|- 0
negocio --> meu -|- 0
negocio --> firme -|- 0
negocio --> findo -|- 0
negocio --> em -|- 0
negocio --> Posto -|- 0
negociações --> partiram -|- 0
negociar --> em -|- 0
negociante --> opinava -|- 0
negociante --> metti-o -|- 0
nego --> ainda -|- 0
negativo --> é -|- 0
negativa --> Você -|- 0
negativa --> Porque -|- 0
negar-se --> a -|- 0
negar --> que -|- 0
negar --> de -|- 0
negando-lhe --> um -|- 0
negando --> o -|- 0
nega --> disposição -|- 0
need --> are -|- 0
necessário --> claro -|- 0
necessário --> Não -|- 0
necessidade --> é -|- 0
necessidade --> que -|- 0
necessidade --> da -|- 0
necessidade --> Já -|- 0
necessario --> á -|- 0
necessario --> dizer -|- 0
necessario --> dava-se -|- 0
necessarily --> keep -|- 0
necessarias --> Depois -|- 0
necessaria --> Pouco -|- 0
nearly --> any -|- 0
ne --> sont -|- 0
nação --> como -|- 0
navios --> ou -|- 0
navegam --> corações -|- 0
navalha --> Perdeu-os -|- 0
naufragio --> da -|- 0
naufragio --> Purgatorio -|- 0
naufragio --> Já -|- 0
natureza --> quizesse -|- 0
natureza --> parecia -|- 0
natureza --> para -|- 0
natureza --> jurava -|- 0
natureza --> de -|- 0
natureza --> Formado -|- 0
naturalmente --> ás -|- 0
naturalmente --> vi -|- 0
naturalmente --> todas -|- 0
naturalmente --> tinha -|- 0
naturalmente --> sobre -|- 0
naturalmente --> serio -|- 0
naturalmente --> por -|- 0
naturalmente --> peremptorio -|- 0
naturalmente --> pasmava -|- 0
naturalmente --> ouvia -|- 0
naturalmente --> os -|- 0
naturalmente --> o -|- 0
naturalmente --> no -|- 0
naturalmente --> mais -|- 0
naturalmente --> levava -|- 0
naturalmente --> inclinava-se -|- 0
naturalmente --> impôr-lhe -|- 0
naturalmente --> ha -|- 0
naturalmente --> grande -|- 0
naturalmente --> commigo -|- 0
naturalmente --> cedo -|- 0
naturalmente --> alegre -|- 0
naturalmente --> ainda -|- 0
naturalmente --> Ezequiel -|- 0
naturalidade --> A -|- 0
natural --> vergonha -|- 0
natural --> temi -|- 0
natural --> sympathico -|- 0
natural --> pegar -|- 0
natural --> nesta -|- 0
natural --> elle -|- 0
natural --> dissimular -|- 0
natural --> da -|- 0
natural --> como -|- 0
natural --> apesar -|- 0
natural --> admirar -|- 0
natural --> a -|- 0
natural --> Parece -|- 0
natural --> Então -|- 0
naturaes --> fazem-se -|- 0
naturaes --> dirão -|- 0
naturaes --> ambas -|- 0
naturaes --> A -|- 0
nascimento --> por -|- 0
nascidos --> mas -|- 0
nascidos --> Chegam -|- 0
nascido --> uma -|- 0
nascido --> na -|- 0
nascido --> morto -|- 0
nascido --> juntos -|- 0
nascido --> Depois -|- 0
nasceu --> não -|- 0
nasceu --> de -|- 0
nasceu --> Ezequiel -|- 0
nasceram --> e -|- 0
nascer --> como -|- 0
nascer --> com -|- 0
nascer --> Um -|- 0
nascer --> Em -|- 0
nascente --> o -|- 0
nascem --> de -|- 0
nasce --> com -|- 0
nas --> viagens -|- 0
nas --> transferencias -|- 0
nas --> ruas -|- 0
nas --> quaes -|- 0
nas --> proprias -|- 0
nas --> presilhas -|- 0
nas --> praxes -|- 0
nas --> paredes -|- 0
nas --> palavras -|- 0
nas --> minhas -|- 0
nas --> materias -|- 0
nas --> maneiras -|- 0
nas --> lagrimas -|- 0
nas --> immediações -|- 0
nas --> graças -|- 0
nas --> grandes -|- 0
nas --> gazetas -|- 0
nas --> fontes -|- 0
nas --> folhas -|- 0
nas --> esperanças -|- 0
nas --> espaduas -|- 0
nas --> escolas -|- 0
nas --> duas -|- 0
nas --> dobras -|- 0
nas --> dimensões -|- 0
nas --> despezas -|- 0
nas --> contas -|- 0
nas --> centenas -|- 0
nas --> casas -|- 0
nas --> camaras.» -|- 0
nas --> autopsias -|- 0
narrações --> exactas -|- 0
narração --> seguirá -|- 0
narração --> se -|- 0
narração --> por -|- 0
narração --> não -|- 0
narração --> me -|- 0
narração --> e -|- 0
narração --> da -|- 0
narram --> XXIII -|- 0
narrada --> a -|- 0
narizes --> e -|- 0
nariz --> recto -|- 0
nariz --> que -|- 0
nariz --> na -|- 0
nariz --> curvo -|- 0
nariz --> Ella -|- 0
naquillo --> por -|- 0
naquelles --> tres -|- 0
naquelles --> terriveis -|- 0
naquelle --> tempo -|- 0
naquelle --> passo -|- 0
naquelle --> noite -|- 0
naquelle --> mesmo -|- 0
naquelle --> luta -|- 0
naquelle --> jogo -|- 0
naquelle --> instante -|- 0
naquelle --> gesto -|- 0
naquelle --> anno -|- 0
naquellas --> finezas -|- 0
naquellas --> casas -|- 0
naquella --> sepultura -|- 0
naquella --> primeira -|- 0
naquella --> por -|- 0
naquella --> noite -|- 0
naquella --> manhã -|- 0
naquella --> maneira -|- 0
naquella --> attitude -|- 0
naquella --> acção -|- 0
namoros --> Contam -|- 0
namoro...» --> Um -|- 0
namoro...» --> Tijolos -|- 0
namoro --> se -|- 0
namoro --> das -|- 0
namoro --> com -|- 0
namoro --> a -|- 0
namorava --> o -|- 0
namorava --> a -|- 0
namorar-lhe --> a -|- 0
namorar --> todas -|- 0
namorar --> devéras» -|- 0
namorar --> a -|- 0
namorando --> insinuou -|- 0
namorados --> os -|- 0
namorados --> nem -|- 0
namorados --> dá-me -|- 0
namorado --> achou -|- 0
namorado --> Vi -|- 0
namoradas --> Era -|- 0
namorada.» --> Relê -|- 0
namorada --> no -|- 0
namorada --> Ha -|- 0
named --> 55752-8.txt -|- 0
name --> associated -|- 0
nadinha --> mais -|- 0
nadas --> veiu -|- 0
nadar --> como -|- 0
nadar --> bem -|- 0
nadar --> Quando -|- 0
nadando --> sinhô -|- 0
nadador --> da -|- 0
nada,--diga --> tudo -|- 0
nada --> uma -|- 0
nada --> um -|- 0
nada --> trazer-me -|- 0
nada --> sobre -|- 0
nada --> sabia -|- 0
nada --> respondi -|- 0
nada --> respondeu -|- 0
nada --> repetiu -|- 0
nada --> para -|- 0
nada --> olhou -|- 0
nada --> olhando -|- 0
nada --> o -|- 0
nada --> não -|- 0
nada --> novo -|- 0
nada --> no -|- 0
nada --> neste -|- 0
nada --> nenhum -|- 0
nada --> menos -|- 0
nada --> me -|- 0
nada --> mau -|- 0
nada --> maluquices -|- 0
nada --> inteiramente -|- 0
nada --> inferior -|- 0
nada --> ha -|- 0
nada --> foi -|- 0
nada --> fica -|- 0
nada --> fez -|- 0
nada --> faz -|- 0
nada --> estava -|- 0
nada --> entenderam -|- 0
nada --> entendem -|- 0
nada --> em -|- 0
nada --> dos -|- 0
nada --> disse-lhe -|- 0
nada --> deteve-se -|- 0
nada --> delle -|- 0
nada --> continuou -|- 0
nada --> com -|- 0
nada --> cerrava -|- 0
nada --> balbuciei -|- 0
nada --> articulou -|- 0
nada --> achei -|- 0
nada --> absolutamente -|- 0
nada --> Tinha -|- 0
nada --> São -|- 0
nada --> Satanaz -|- 0
nada --> Recolheu -|- 0
nada --> Prima -|- 0
nada --> Penso -|- 0
nada --> Outros -|- 0
nada --> Nem -|- 0
nada --> Nada -|- 0
nada --> Na -|- 0
nada --> Mas -|- 0
nada --> LXXVIII -|- 0
nada --> José -|- 0
nada --> Ha -|- 0
nada --> Foi -|- 0
nada --> E -|- 0
nada --> Depois -|- 0
nada --> Deixei-me -|- 0
nada --> Corri -|- 0
nada --> Cheguei -|- 0
nada --> CXXXIX -|- 0
nada --> CXLI -|- 0
nada --> Bentinho -|- 0
nada --> A -|- 0
na --> vocação -|- 0
na --> veracidade -|- 0
na --> velha -|- 0
na --> tua -|- 0
na --> troca -|- 0
na --> total -|- 0
na --> therapeutica -|- 0
na --> theologia -|- 0
na --> terça -|- 0
na --> tampa -|- 0
na --> supposição -|- 0
na --> sepultura -|- 0
na --> semana -|- 0
na --> sella -|- 0
na --> saleta -|- 0
na --> sacristia -|- 0
na --> retina -|- 0
na --> resposta -|- 0
na --> realidade -|- 0
na --> quintal -|- 0
na --> quarta-feira -|- 0
na --> pugna -|- 0
na --> proposta -|- 0
na --> pratica -|- 0
na --> pedra -|- 0
na --> paschoa -|- 0
na --> parochia -|- 0
na --> orthographia -|- 0
na --> oração -|- 0
na --> nuca -|- 0
na --> noite -|- 0
na --> mula -|- 0
na --> moda -|- 0
na --> mesa -|- 0
na --> materia -|- 0
na --> marqueza -|- 0
na --> malicia -|- 0
na --> madurera -|- 0
na --> luta -|- 0
na --> lua -|- 0
na --> liquidação -|- 0
na --> linha -|- 0
na --> lei -|- 0
na --> joven -|- 0
na --> inclinação -|- 0
na --> impressão -|- 0
na --> ilha -|- 0
na --> ideia -|- 0
na --> horta -|- 0
na --> hora -|- 0
na --> honestidade -|- 0
na --> gloria -|- 0
na --> gana -|- 0
na --> fórma -|- 0
na --> frente -|- 0
na --> formula -|- 0
na --> filhinha -|- 0
na --> figura -|- 0
na --> felicidade -|- 0
na --> familia -|- 0
na --> face -|- 0
na --> estante -|- 0
na --> esquina -|- 0
na --> esquerda -|- 0
na --> educação -|- 0
na --> doença -|- 0
na --> distribuição -|- 0
na --> distancia -|- 0
na --> direcção -|- 0
na --> differença -|- 0
na --> delle -|- 0
na --> daquelle -|- 0
na --> corrente -|- 0
na --> conversação -|- 0
na --> confissão -|- 0
na --> cancella -|- 0
na --> bolsa.» -|- 0
na --> bochecha -|- 0
na --> boca -|- 0
na --> bella -|- 0
na --> barba -|- 0
na --> bainha -|- 0
na --> aventura -|- 0
na --> avaliação -|- 0
na --> alva -|- 0
na --> altura -|- 0
na --> alcova,--ou -|- 0
na --> agudeza -|- 0
na --> agua -|- 0
na --> afflicção -|- 0
na --> affeição -|- 0
na --> Tijuca -|- 0
na --> Suissa -|- 0
na --> Europa -|- 0
na --> Cidade-Nova -|- 0
na --> Bahia -|- 0
n'uma --> phrase -|- 0
n'uma --> padaria -|- 0
n'uma --> cadeira -|- 0
n'uma --> cabeça -|- 0
n'um --> meio -|- 0
n'um --> livro -|- 0
n'um --> dos -|- 0
n'outro --> autor -|- 0
n'outra --> occasião -|- 0
móra --> mas -|- 0
mór --> parte -|- 0
méro --> accidente -|- 0
mãos --> é -|- 0
mãos --> á -|- 0
mãos --> unindo -|- 0
mãos --> um -|- 0
mãos --> tremiam-me -|- 0
mãos --> tocadas -|- 0
mãos --> saiu -|- 0
mãos --> resmunguei -|- 0
mãos --> que -|- 0
mãos --> pararam -|- 0
mãos --> para -|- 0
mãos --> não -|- 0
mãos --> nem -|- 0
mãos --> limpas -|- 0
mãos --> lhe -|- 0
mãos --> do -|- 0
mãos --> depressa -|- 0
mãos --> das -|- 0
mãos --> da -|- 0
mãos --> como -|- 0
mãos --> chamando-me -|- 0
mãos --> adolescentes -|- 0
mãos --> a -|- 0
mãos --> Quiz -|- 0
mãos --> Depois -|- 0
mão --> ás -|- 0
mão --> É -|- 0
mão --> tremeu-me -|- 0
mão --> quente -|- 0
mão --> que -|- 0
mão --> por -|- 0
mão --> pelos -|- 0
mão --> occulta -|- 0
mão --> no -|- 0
mão --> nas -|- 0
mão --> levava -|- 0
mão --> havia -|- 0
mão --> ferro -|- 0
mão --> estava -|- 0
mão --> eram -|- 0
mão --> era -|- 0
mão --> entre -|- 0
mão --> em -|- 0
mão --> elle -|- 0
mão --> do -|- 0
mão --> dei-lhe -|- 0
mão --> daquelle -|- 0
mão --> confessou-me -|- 0
mão --> com -|- 0
mão --> cheia -|- 0
mão --> as -|- 0
mão --> acostumada -|- 0
mão --> Vivo -|- 0
mão --> Vivemos -|- 0
mão --> Sim -|- 0
mão --> Quem -|- 0
mão --> Que -|- 0
mão --> José -|- 0
mão --> Expliquei-lh'o -|- 0
mão --> Então -|- 0
mão --> Conservei-me -|- 0
mão --> CXLVIII -|- 0
mãe» --> que -|- 0
mães --> inventa -|- 0
mãe,--creio --> que -|- 0
mãe --> éramos -|- 0
mãe --> ás -|- 0
mãe --> «um -|- 0
mãe --> «Tu -|- 0
mãe --> vou -|- 0
mãe --> voltando-se -|- 0
mãe --> vi -|- 0
mãe --> tudo -|- 0
mãe --> transbordando -|- 0
mãe --> tomou -|- 0
mãe --> ternissima -|- 0
mãe --> ter -|- 0
mãe --> tambem -|- 0
mãe --> sorriu -|- 0
mãe --> senão -|- 0
mãe --> sentia -|- 0
mãe --> senhora -|- 0
mãe --> sem -|- 0
mãe --> saiu -|- 0
mãe --> resolvera-se -|- 0
mãe --> quizesse -|- 0
mãe --> quiz -|- 0
mãe --> queria -|- 0
mãe --> posto -|- 0
mãe --> porque -|- 0
mãe --> pegou-se -|- 0
mãe --> ou -|- 0
mãe --> os -|- 0
mãe --> o -|- 0
mãe --> novamente -|- 0
mãe --> nessas -|- 0
mãe --> na -|- 0
mãe --> mostra -|- 0
mãe --> morreu -|- 0
mãe --> menos -|- 0
mãe --> mas -|- 0
mãe --> logo -|- 0
mãe --> lhes -|- 0
mãe --> lh'o -|- 0
mãe --> levou -|- 0
mãe --> justamente -|- 0
mãe --> hesitou -|- 0
mãe --> havia -|- 0
mãe --> gastaria -|- 0
mãe --> foram -|- 0
mãe --> foi -|- 0
mãe --> ficou-lhe -|- 0
mãe --> ficava -|- 0
mãe --> fez-se -|- 0
mãe --> fez-me -|- 0
mãe --> fez-lhe -|- 0
mãe --> fez -|- 0
mãe --> fel-o -|- 0
mãe --> fazia -|- 0
mãe --> fazendo-me -|- 0
mãe --> faria -|- 0
mãe --> falou-me -|- 0
mãe --> falou-lhe -|- 0
mãe --> falava -|- 0
mãe --> exprimia -|- 0
mãe --> estendendo -|- 0
mãe --> estava -|- 0
mãe --> esperou -|- 0
mãe --> entre -|- 0
mãe --> embarcou -|- 0
mãe --> doeu-me -|- 0
mãe --> do -|- 0
mãe --> dizia-me -|- 0
mãe --> dizia -|- 0
mãe --> dizendo -|- 0
mãe --> deu -|- 0
mãe --> della -|- 0
mãe --> deixa -|- 0
mãe --> dava-lhe -|- 0
mãe --> da -|- 0
mãe --> contou-me -|- 0
mãe --> consentiu -|- 0
mãe --> concordou -|- 0
mãe --> com -|- 0
mãe --> chorando -|- 0
mãe --> chegou -|- 0
mãe --> censurava -|- 0
mãe --> beijava-me -|- 0
mãe --> assoou-se -|- 0
mãe --> as -|- 0
mãe --> apontou -|- 0
mãe --> apertava-me -|- 0
mãe --> apalpava-lhe -|- 0
mãe --> aos -|- 0
mãe --> ao -|- 0
mãe --> antes -|- 0
mãe --> amanheceu -|- 0
mãe --> alternando -|- 0
mãe --> algumas -|- 0
mãe --> agradeceu-lhe -|- 0
mãe --> agora -|- 0
mãe --> adoecesse -|- 0
mãe --> adeantou-lhe -|- 0
mãe --> achou -|- 0
mãe --> achava -|- 0
mãe --> accrescentando -|- 0
mãe --> acabou -|- 0
mãe --> Vontade -|- 0
mãe --> Viviam -|- 0
mãe --> Vi -|- 0
mãe --> Senti -|- 0
mãe --> Se -|- 0
mãe --> Satisfil-a -|- 0
mãe --> O -|- 0
mãe --> Nunca -|- 0
mãe --> Neste -|- 0
mãe --> Minha -|- 0
mãe --> Justamente -|- 0
mãe --> Eu -|- 0
mãe --> Estou -|- 0
mãe --> E -|- 0
mãe --> Da -|- 0
mãe --> Contra -|- 0
mãe --> Conselho -|- 0
mãe --> Ainda -|- 0
mãe --> Acho -|- 0
máu --> sentido -|- 0
máu --> Oh -|- 0
más --> companhias -|- 0
má --> vontade -|- 0
má --> terra -|- 0
má --> sorte -|- 0
má --> e -|- 0
má --> a -|- 0
má --> Não -|- 0
má --> Capitú -|- 0
mythologico --> Ainda -|- 0
mystica --> do -|- 0
mystica --> daquelles -|- 0
mysterioso --> e -|- 0
mysteriosa --> entrou -|- 0
mysteriosa --> e -|- 0
mysterios --> Padre -|- 0
mysterios --> Agora -|- 0
mysterio --> sem -|- 0
mysterio --> para -|- 0
mysterio --> eram -|- 0
mysterio --> da -|- 0
mysterio --> Ao -|- 0
must --> return -|- 0
must --> require -|- 0
must --> obtain -|- 0
must --> include -|- 0
must --> cease -|- 0
must --> be -|- 0
must --> at -|- 0
must --> appear -|- 0
musico --> recebem -|- 0
musico --> a -|- 0
musicas --> verdadeiras -|- 0
musica --> é -|- 0
musica --> sonora -|- 0
musica --> que -|- 0
musica --> não -|- 0
musica --> meu -|- 0
musica --> mais -|- 0
musica --> ia -|- 0
musica --> em -|- 0
musica --> e -|- 0
musica --> de -|- 0
museo --> de -|- 0
musculos --> nem -|- 0
musculos --> Toda -|- 0
musa --> de -|- 0
muro --> vem -|- 0
muro --> quiz -|- 0
muro --> o -|- 0
muro --> li -|- 0
muro --> fronteiro -|- 0
muro --> falou -|- 0
muro --> falar-me -|- 0
muro --> e -|- 0
muro --> do -|- 0
muro --> de -|- 0
muro --> como -|- 0
muro --> Havia -|- 0
muro --> Capitú -|- 0
murmurou --> em -|- 0
murmurou --> elle -|- 0
murmurou --> de -|- 0
murmurou --> Sei -|- 0
murmurou --> Capitú -|- 0
murmurando --> «Eis -|- 0
murmurando --> Lindissimo -|- 0
murchos --> e -|- 0
mundo --> ungido -|- 0
mundo --> um -|- 0
mundo --> tal -|- 0
mundo --> por -|- 0
mundo --> pareciam -|- 0
mundo --> não -|- 0
mundo --> fóra -|- 0
mundo --> entraria -|- 0
mundo --> encoberto -|- 0
mundo --> e -|- 0
mundo --> ahi -|- 0
mundo --> a -|- 0
mundo --> Trazia -|- 0
mundo --> Tio -|- 0
mundo --> Pobre -|- 0
mundo --> Os -|- 0
mundo --> Mas -|- 0
mundo --> Estavamos -|- 0
mundo --> Esse -|- 0
mundo --> Escobar -|- 0
mundo --> E -|- 0
mundo --> CII -|- 0
mundo --> Apesar -|- 0
multiplique --> por -|- 0
multiplicava --> de -|- 0
multiplicam --> os -|- 0
multidão --> de -|- 0
mulheres --> viviam -|- 0
mulheres --> velhos -|- 0
mulheres --> todas -|- 0
mulheres --> sejam -|- 0
mulheres --> eram -|- 0
mulheres --> bonitas -|- 0
mulheres --> a -|- 0
mulheres --> Não -|- 0
mulher --> é -|- 0
mulher --> á -|- 0
mulher --> viviam -|- 0
mulher --> visto -|- 0
mulher --> uma -|- 0
mulher --> só -|- 0
mulher --> sem -|- 0
mulher --> poude -|- 0
mulher --> parecido -|- 0
mulher --> para -|- 0
mulher --> nos -|- 0
mulher --> na -|- 0
mulher --> gastava -|- 0
mulher --> esta -|- 0
mulher --> então -|- 0
mulher --> como -|- 0
mulher --> alguma -|- 0
mulher --> Soltámos -|- 0
mulher --> Não -|- 0
mulher --> Assim -|- 0
mulas --> mas -|- 0
mula --> da -|- 0
muitos --> voltavam -|- 0
muitos --> vezes -|- 0
muitos --> seculos -|- 0
muitos --> perfis -|- 0
muitos --> peccados -|- 0
muitos --> estavam -|- 0
muitos --> encantos -|- 0
muitos --> e -|- 0
muitos --> dias -|- 0
muitos --> delles -|- 0
muitos --> comprimentos -|- 0
muitos --> como -|- 0
muitos --> capitulos -|- 0
muitos --> bailados -|- 0
muito --> vexada -|- 0
muito --> séria -|- 0
muito --> suspirou -|- 0
muito --> suar -|- 0
muito --> serio -|- 0
muito --> ruim -|- 0
muito --> polido -|- 0
muito --> parecido -|- 0
muito --> para -|- 0
muito --> obsequioso -|- 0
muito --> obrigado -|- 0
muito --> o -|- 0
muito --> meu -|- 0
muito --> merecimento -|- 0
muito --> menos -|- 0
muito --> melhor -|- 0
muito --> mar -|- 0
muito --> mal -|- 0
muito --> maiores.--Você -|- 0
muito --> leitor -|- 0
muito --> irei -|- 0
muito --> intelligentes -|- 0
muito --> grata -|- 0
muito --> gosto -|- 0
muito --> futuro -|- 0
muito --> frio -|- 0
muito --> examinar -|- 0
muito --> este -|- 0
muito --> espinho -|- 0
muito --> em -|- 0
muito --> duro -|- 0
muito --> do -|- 0
muito --> distrahido -|- 0
muito --> distincto -|- 0
muito --> dinheiro -|- 0
muito --> dez -|- 0
muito --> desprezo -|- 0
muito --> cuidado -|- 0
muito --> cousa -|- 0
muito --> contra -|- 0
muito --> commum -|- 0
muito --> chorão -|- 0
muito --> cedo -|- 0
muito --> breve -|- 0
muito --> bonitos -|- 0
muito --> apreciavel -|- 0
muito --> antes -|- 0
muito --> amiga -|- 0
muito --> além -|- 0
muito --> alterar -|- 0
muito --> afinal -|- 0
muito --> affecto -|- 0
muito --> acabam -|- 0
muito --> XII -|- 0
muito --> Vi -|- 0
muito --> O -|- 0
muito --> Nem -|- 0
muito --> Minha -|- 0
muito --> Logo -|- 0
muito --> Intimidade -|- 0
muito --> Hontem -|- 0
muito --> Chianti -|- 0
muito --> Capitú -|- 0
muito --> Antes -|- 0
muitas --> voltas -|- 0
muitas --> semelhanças -|- 0
muitas --> saudades -|- 0
muitas --> pessoas -|- 0
muitas --> outros -|- 0
muitas --> nem -|- 0
muitas --> mesuras -|- 0
muitas --> melhores -|- 0
muitas --> intellectuaes -|- 0
muitas --> horas -|- 0
muitas --> destas -|- 0
muitas --> damas -|- 0
muita --> polidez -|- 0
muita --> mas -|- 0
muita --> mais -|- 0
muita --> luz -|- 0
muita --> graça -|- 0
muita --> felicidade -|- 0
muita --> dòr -|- 0
muita --> docilidade -|- 0
mui --> pequeno -|- 0
mui --> particular -|- 0
mui --> lavadas -|- 0
mudára --> em -|- 0
mudo --> fechado -|- 0
mudo --> de -|- 0
mude --> de -|- 0
mudavam --> Ao -|- 0
mudava --> de -|- 0
mudaram --> tudo -|- 0
mudar-se --> Quem -|- 0
mudar --> faz-se -|- 0
mudanças --> as -|- 0
mudança --> mas -|- 0
mudança --> fez-se -|- 0
mudança --> era -|- 0
mudança --> delle -|- 0
mudança --> de -|- 0
mudando --> de -|- 0
mudado --> porque -|- 0
mudado --> não -|- 0
mudado --> a -|- 0
mudadas --> e -|- 0
mudada --> naquella -|- 0
muda --> tal -|- 0
muda --> Hoje -|- 0
much --> paperwork -|- 0
moços --> sedas -|- 0
moços --> as -|- 0
moço --> é -|- 0
moço --> serio -|- 0
moço --> sem -|- 0
moço --> representou-se -|- 0
moço --> que -|- 0
moço --> ou -|- 0
moço --> era -|- 0
moças --> não -|- 0
moças --> lindase -|- 0
moças --> devem -|- 0
moças --> da -|- 0
moça.» --> Não -|- 0
moça --> trigueira -|- 0
moça --> redobrou -|- 0
moça --> perguntou-me -|- 0
moça --> olhava -|- 0
moça --> observou -|- 0
moça --> não -|- 0
moça --> muito -|- 0
moça --> me -|- 0
moça --> mas -|- 0
moça --> inteira -|- 0
moça --> faceira -|- 0
moça --> da -|- 0
moça --> concluiu -|- 0
moça --> bonita -|- 0
moça --> Tal -|- 0
moça --> Que -|- 0
moça --> Nem -|- 0
moça --> E -|- 0
moça --> D -|- 0
moça --> Cuidei -|- 0
movimentos --> tão -|- 0
movimentos --> rápidos -|- 0
movimentos --> e -|- 0
movimentos --> anteriores -|- 0
movimento --> inverso -|- 0
movimento --> invencivel -|- 0
movimento --> do -|- 0
movimentação --> amorosa -|- 0
moviam --> e -|- 0
moveu --> Levanta -|- 0
mover --> os -|- 0
mover --> delles -|- 0
movemos --> as -|- 0
moveis --> uma -|- 0
moveis --> que -|- 0
moveis --> e -|- 0
movediça --> iria -|- 0
mouro --> rolava -|- 0
mouro --> por -|- 0
mouro --> e -|- 0
mouro --> Um -|- 0
motivos --> que -|- 0
motivos --> do -|- 0
motivos --> della -|- 0
motivos --> cançam -|- 0
motivos --> a -|- 0
motivos --> Creio -|- 0
motivo --> principal -|- 0
motivo --> não -|- 0
motivo --> hão -|- 0
motivo --> escondido -|- 0
motivo --> das -|- 0
motivo --> a -|- 0
mote --> toda -|- 0
mostrára --> desde -|- 0
mostrou-se --> satisfeita -|- 0
mostrou-me --> que -|- 0
mostrou-me --> a -|- 0
mostrou --> que -|- 0
mostro-me --> naturalmente -|- 0
